id	gene	type	rowno	test_code
51562	MAP2K1	genetic	NULL	LPE639
51569	MASP1	genetic	NULL	LPE639
51592	MNX1	genetic	NULL	LPE639
51605	MYLK	genetic	NULL	LPE639
51609	NECTIN1	genetic	NULL	LPE639
51623	NKX3-2	genetic	NULL	LPE639
51626	NLGN1	genetic	NULL	LPE639
51637	NPHP4	genetic	NULL	LPE639
51642	NRAS	genetic	NULL	LPE639
51659	OTX2	genetic	NULL	LPE639
51687	PHF8	genetic	NULL	LPE639
51699	PIK3R2	genetic	NULL	LPE639
51730	PRKG1	genetic	NULL	LPE639
51762	RBM8A	genetic	NULL	LPE639
51769	RIPK4	genetic	NULL	LPE639
51792	SCN1A	genetic	NULL	LPE639
51803	SH3BP2	genetic	NULL	LPE639
51805	SGCE	genetic	NULL	LPE639
51824	SLC39A13	genetic	NULL	LPE639
51828	SLC35D1	genetic	NULL	LPE639
51838	SMARCAD1	genetic	NULL	LPE639
51839	SMC1A	genetic	NULL	LPE639
51856	SOX3	genetic	NULL	LPE639
51887	TAB2	genetic	NULL	LPE639
51898	TBX22	genetic	NULL	LPE639
51931	TNFRSF11A	genetic	NULL	LPE639
51962	VAX1	genetic	NULL	LPE639
51967	WDR35	genetic	NULL	LPE639
51994	ZIC3	genetic	NULL	LPE639
51999	ABCC8	genetic	NULL	LPE517
52007	ACO2	genetic	NULL	LPE517
52026	AHSG	genetic	NULL	LPE517
52030	ALMS1	genetic	NULL	LPE517
52038	APC2	genetic	NULL	LPE517
52039	APLNR	genetic	NULL	LPE517
52054	ARX	genetic	NULL	LPE517
52090	BSCL2	genetic	NULL	LPE517
52097	C4A	genetic	NULL	LPE517
52135	CFHR3	genetic	NULL	LPE517
52162	COQ6	genetic	NULL	LPE517
52175	CRTAP	genetic	NULL	LPE517
52190	DCHS1	genetic	NULL	LPE517
52198	DLC1	genetic	NULL	LPE517
52209	DNMT3B	genetic	NULL	LPE517
52225	EPG5	genetic	NULL	LPE517
52230	ERCC6	genetic	NULL	LPE517
52236	EVC	genetic	NULL	LPE517
52241	F2	genetic	NULL	LPE517
52252	FANCL	genetic	NULL	LPE517
52287	GALNT3	genetic	NULL	LPE517
52297	GDF2	genetic	NULL	LPE517
52336	HPSE2	genetic	NULL	LPE517
52360	ITGA3	genetic	NULL	LPE517
52376	KCNH2	genetic	NULL	LPE517
52390	KLF11	genetic	NULL	LPE517
52394	LAMC2	genetic	NULL	LPE517
52409	LRIG2	genetic	NULL	LPE517
52425	MID1	genetic	NULL	LPE517
52429	MNX1	genetic	NULL	LPE517
52436	MSH2	genetic	NULL	LPE517
52440	MUC1	genetic	NULL	LPE517
18386	ACAT1	genetic	NULL	LPE548
18388	AK1	genetic	NULL	LPE452
18391	ADAMTS13	genetic	NULL	LPE455
18393	FOXI1	genetic	NULL	LPE488
18394	ABCC9	genetic	NULL	LPE490
18397	ABCB11	genetic	NULL	LPE497
18398	PKD1	genetic	NULL	LPE499
18400	ABCC9	genetic	NULL	LPE518
18404	ACAN	genetic	NULL	LPE522
18406	ACTA2	genetic	NULL	LPE525
18409	ACTA1	genetic	NULL	LPE527
18412	ANO10	genetic	NULL	LPE529
18413	BRAF	genetic	NULL	LPE532
18414	AIRE	genetic	NULL	LPE531
18417	ABAT	genetic	NULL	LPE535
18418	ALS2	genetic	NULL	LPE536
18420	ADORA1	genetic	NULL	LPE538
18423	ABCD3	genetic	NULL	LPE541
18424	ABCA4	genetic	NULL	LPE543
18427	" ABCC9"	genetic	NULL	LPE439
18429	" AK2"	genetic	NULL	LPE453
18430	" BRCA2"	genetic	NULL	LPE454
18433	" CSF3R"	genetic	NULL	LPE456
18435	" ACTB"	genetic	NULL	LPE489
18437	" PKD2"	genetic	NULL	LPE499
18441	" ABCC6"	genetic	NULL	LPE519
18443	" AASS"	genetic	NULL	LPE521
18445	" AARS"	genetic	NULL	LPE523
18446	" ACP5"	genetic	NULL	LPE524
18448	" ACTA1"	genetic	NULL	LPE526
18450	" AIFM1"	genetic	NULL	LPE528
18454	" CBL"	genetic	NULL	LPE532
18455	" ABCA1"	genetic	NULL	LPE533
18457	" ABCC8"	genetic	NULL	LPE535
18459	" AAAS"	genetic	NULL	LPE537
18461	" ABHD12"	genetic	NULL	LPE539
18463	" ABCD1"	genetic	NULL	LPE540
18465	" ABCB6"	genetic	NULL	LPE543
18466	" ADCY5"	genetic	NULL	LPE548
18468	" ANK1"	genetic	NULL	LPE452
18471	" CXCR4"	genetic	NULL	LPE456
18472	" AP3B1"	genetic	NULL	LPE455
18475	" ACTA2"	genetic	NULL	LPE490
18477	" C3AR1"	genetic	NULL	LPE498
18478	" PKHD1"	genetic	NULL	LPE499
18479	" ABCG8"	genetic	NULL	LPE518
18485	" AGPS"	genetic	NULL	LPE522
18487	" ATP7A"	genetic	NULL	LPE525
18489	" BAG3"	genetic	NULL	LPE527
18491	" ATM"	genetic	NULL	LPE529
18493	" AMH"	genetic	NULL	LPE531
18494	" HRAS"	genetic	NULL	LPE532
18496	" ADAMTS13"	genetic	NULL	LPE534
18498	" APP"	genetic	NULL	LPE536
18500	" APP"	genetic	NULL	LPE538
18503	" ACOX1"	genetic	NULL	LPE541
18504	" ABCC6"	genetic	NULL	LPE543
18507	" ACADVL"	genetic	NULL	LPE439
18509	" ANKRD26"	genetic	NULL	LPE453
18510	" CSF3R"	genetic	NULL	LPE454
18512	" ELANE"	genetic	NULL	LPE456
18513	" ADAM17"	genetic	NULL	LPE489
18516	" APC"	genetic	NULL	LPE497
18519	" ACTA1"	genetic	NULL	LPE518
18523	" ALPL"	genetic	NULL	LPE522
18525	" ACTG1"	genetic	NULL	LPE524
18526	" B3GALT6"	genetic	NULL	LPE525
18528	" CAV3"	genetic	NULL	LPE527
18530	" C10orf2"	genetic	NULL	LPE529
18532	" AMHR2"	genetic	NULL	LPE531
18535	" ANKRD26"	genetic	NULL	LPE534
18538	" CHMP2B"	genetic	NULL	LPE536
18539	" ATP13A2"	genetic	NULL	LPE538
52451	NEK8	genetic	NULL	LPE517
52489	PAX8	genetic	NULL	LPE517
52496	PET100	genetic	NULL	LPE517
52536	PODXL	genetic	NULL	LPE517
52561	RAB3GAP2	genetic	NULL	LPE517
52574	RMND1	genetic	NULL	LPE517
52591	RPS29	genetic	NULL	LPE517
52592	RPS19	genetic	NULL	LPE517
52612	SDHAF2	genetic	NULL	LPE517
52626	SIX2	genetic	NULL	LPE517
52628	SLC13A2	genetic	NULL	LPE517
52635	SLC1A1	genetic	NULL	LPE517
52640	SLC26A1	genetic	NULL	LPE517
52652	SLC4A1	genetic	NULL	LPE517
52688	STUB1	genetic	NULL	LPE517
52694	TBC1D20	genetic	NULL	LPE517
52736	TTR	genetic	NULL	LPE517
52761	WDR60	genetic	NULL	LPE517
52780	ZMPSTE24	genetic	NULL	LPE517
52786	ACADVL	genetic	NULL	LPE520
52805	AP4E1	genetic	NULL	LPE520
52812	ARHGEF10	genetic	NULL	LPE520
52827	BICD2	genetic	NULL	LPE520
52833	C9orf72	genetic	NULL	LPE520
52838	CAPN1	genetic	NULL	LPE520
52839	CASQ1	genetic	NULL	LPE520
52852	CHRND	genetic	NULL	LPE520
52890	DNA2	genetic	NULL	LPE520
52892	DOCK7	genetic	NULL	LPE520
18390	AP3B1	genetic	NULL	LPE454
18405	AAAS	genetic	NULL	LPE523
18421	ABCA4	genetic	NULL	LPE539
18436	" AIP"	genetic	NULL	LPE497
18453	" ALDH18A1"	genetic	NULL	LPE530
18469	" ALAS2"	genetic	NULL	LPE453
18484	" AASS"	genetic	NULL	LPE523
18501	" ADAM9"	genetic	NULL	LPE539
18517	" C4BPA"	genetic	NULL	LPE498
18533	" KRAS"	genetic	NULL	LPE532
18543	" ADAMTSL2"	genetic	NULL	LPE541
18545	" ABCD1"	genetic	NULL	LPE543
18546	" ACTA1"	genetic	NULL	LPE439
18548	" AP3B1"	genetic	NULL	LPE453
18549	" CXCR4"	genetic	NULL	LPE454
18551	" G6PC3"	genetic	NULL	LPE456
18553	" ADAMTS13"	genetic	NULL	LPE489
18555	" ATM"	genetic	NULL	LPE497
18558	" ACTA2"	genetic	NULL	LPE518
18562	" ANKH"	genetic	NULL	LPE522
18564	" AGPS"	genetic	NULL	LPE524
18565	" B4GALT7"	genetic	NULL	LPE525
18567	" CFL2"	genetic	NULL	LPE527
18569	" CACNA1A"	genetic	NULL	LPE529
18571	" AR"	genetic	NULL	LPE531
18574	" ANO6"	genetic	NULL	LPE534
18576	" CSF1R"	genetic	NULL	LPE536
18578	" ATP1A3"	genetic	NULL	LPE538
18580	" ACADL"	genetic	NULL	LPE540
18581	" AGA"	genetic	NULL	LPE541
18583	" ABHD12"	genetic	NULL	LPE543
18587	" DKC1"	genetic	NULL	LPE454
18586	" EPB41"	genetic	NULL	LPE452
18589	" FLI1"	genetic	NULL	LPE455
18591	" ACTB"	genetic	NULL	LPE488
18594	" ATR"	genetic	NULL	LPE497
18595	" ACTG1"	genetic	NULL	LPE490
18597	" AP1S1"	genetic	NULL	LPE519
18600	" ACADS"	genetic	NULL	LPE521
18602	" ABCD1"	genetic	NULL	LPE523
18603	" ALPL"	genetic	NULL	LPE524
18605	" AGL"	genetic	NULL	LPE526
18606	" CNTN1"	genetic	NULL	LPE527
18609	" AP4M1"	genetic	NULL	LPE530
18612	" ABCD1"	genetic	NULL	LPE533
18613	" AP3B1"	genetic	NULL	LPE534
18616	" ABAT"	genetic	NULL	LPE537
18617	" ATP6AP2"	genetic	NULL	LPE538
18619	" ACADM"	genetic	NULL	LPE540
18621	" ACADSB"	genetic	NULL	LPE542
18623	" ACTN2"	genetic	NULL	LPE439
18624	" ATP7B"	genetic	NULL	LPE548
18627	" ELANE"	genetic	NULL	LPE454
18629	" SOX2"	genetic	NULL	LPE488
18635	" ACTN2"	genetic	NULL	LPE518
18636	" C7"	genetic	NULL	LPE498
18638	" ACO2"	genetic	NULL	LPE521
18639	" AP3B1"	genetic	NULL	LPE519
18640	" ARHGAP31"	genetic	NULL	LPE522
18643	" ANKH"	genetic	NULL	LPE524
18645	" EGR2"	genetic	NULL	LPE528
18649	" AP4S1"	genetic	NULL	LPE530
18652	" BLOC1S3"	genetic	NULL	LPE534
18653	" AGA"	genetic	NULL	LPE535
18654	" FIG4"	genetic	NULL	LPE536
18655	" ABCA1"	genetic	NULL	LPE537
18656	" AIPL1"	genetic	NULL	LPE539
18658	" ACADS"	genetic	NULL	LPE540
18664	" FANCA"	genetic	NULL	LPE452
18665	" BLM"	genetic	NULL	LPE453
18666	" ERCC4"	genetic	NULL	LPE454
18667	" GATA1"	genetic	NULL	LPE455
18670	" AIRE"	genetic	NULL	LPE489
18671	" ACVR2B"	genetic	NULL	LPE490
18673	" BAP1"	genetic	NULL	LPE497
18675	" ACVRL1"	genetic	NULL	LPE518
18677	" ACOX1"	genetic	NULL	LPE521
18679	" ATP6V0A2"	genetic	NULL	LPE522
18682	" ANO5"	genetic	NULL	LPE526
18683	" CBS"	genetic	NULL	LPE525
18685	" FGD4"	genetic	NULL	LPE528
18687	" CYP27A1"	genetic	NULL	LPE529
18689	" NRAS"	genetic	NULL	LPE532
18691	" BLOC1S6"	genetic	NULL	LPE534
18694	" ABCB7"	genetic	NULL	LPE537
18696	" ARL6"	genetic	NULL	LPE539
18698	" ACAT1"	genetic	NULL	LPE542
18700	" FANCC"	genetic	NULL	LPE452
18699	" ACTB"	genetic	NULL	LPE543
18702	" BRCA1"	genetic	NULL	LPE453
18705	" C19orf12"	genetic	NULL	LPE548
18707	" GBA"	genetic	NULL	LPE455
18709	" C8B"	genetic	NULL	LPE498
18711	" ACVRL1"	genetic	NULL	LPE490
51832	SLX4	genetic	NULL	LPE639
18396	ADAMTS13	genetic	NULL	LPE498
18411	ABCD1	genetic	NULL	LPE530
18428	" ALDOA"	genetic	NULL	LPE452
18444	" ACP5"	genetic	NULL	LPE522
18460	" ANG"	genetic	NULL	LPE538
18476	" ALK"	genetic	NULL	LPE497
18492	" ALS2"	genetic	NULL	LPE530
18508	" CD59"	genetic	NULL	LPE452
18524	" ABCC8"	genetic	NULL	LPE523
18541	" ADGRV1"	genetic	NULL	LPE539
18556	" C5"	genetic	NULL	LPE498
18572	" MAP2K1"	genetic	NULL	LPE532
18610	" ARL6"	genetic	NULL	LPE531
18628	" FYB1"	genetic	NULL	LPE455
18644	" AMPD1"	genetic	NULL	LPE526
18660	" ACADVL"	genetic	NULL	LPE542
18678	" ATP2C1"	genetic	NULL	LPE519
18692	" AHI1"	genetic	NULL	LPE535
18710	" GJA1"	genetic	NULL	LPE488
18719	" ACAD8"	genetic	NULL	LPE523
18720	" ATP2A1"	genetic	NULL	LPE526
18722	" ACSF3"	genetic	NULL	LPE521
18724	" CHST14"	genetic	NULL	LPE525
18725	" ATL1"	genetic	NULL	LPE530
18726	" FGF14"	genetic	NULL	LPE529
18728	" PTPN11"	genetic	NULL	LPE532
18732	" CD36"	genetic	NULL	LPE534
18735	" ACAT1"	genetic	NULL	LPE540
18737	" ABCC6"	genetic	NULL	LPE537
18738	" ACSF3"	genetic	NULL	LPE542
18739	" ACVR1"	genetic	NULL	LPE543
18741	" BRCA2"	genetic	NULL	LPE453
18743	" COL6A3"	genetic	NULL	LPE548
18744	" HOXA11"	genetic	NULL	LPE455
18746	" EDNRB"	genetic	NULL	LPE488
18748	" ADAMTSL4"	genetic	NULL	LPE490
18751	" C9"	genetic	NULL	LPE498
18754	" BLOC1S3"	genetic	NULL	LPE519
18756	" ACTB"	genetic	NULL	LPE521
18757	" B3GAT3"	genetic	NULL	LPE522
18760	" COL12A1"	genetic	NULL	LPE525
18762	" CRYAB"	genetic	NULL	LPE527
18765	" ATP13A2"	genetic	NULL	LPE530
18767	" RAF1"	genetic	NULL	LPE532
18769	" CYCS"	genetic	NULL	LPE534
18771	" ITM2B"	genetic	NULL	LPE536
18772	" ABCC8"	genetic	NULL	LPE537
18774	" BBS2"	genetic	NULL	LPE539
18776	" ARSA"	genetic	NULL	LPE541
18777	" AHCY"	genetic	NULL	LPE542
18781	" G6PD"	genetic	NULL	LPE452
18783	" FANCC"	genetic	NULL	LPE454
18786	" PROK2"	genetic	NULL	LPE488
18788	" BMPR1A"	genetic	NULL	LPE497
18796	" ACADS"	genetic	NULL	LPE523
18797	" ACVR1"	genetic	NULL	LPE521
18798	" ATR"	genetic	NULL	LPE524
18801	" GJB1"	genetic	NULL	LPE528
18802	" COL1A1"	genetic	NULL	LPE525
18804	" AXL"	genetic	NULL	LPE531
18808	" ACACB"	genetic	NULL	LPE533
18810	" ALDH5A1"	genetic	NULL	LPE535
18811	" BBS9"	genetic	NULL	LPE539
18812	" COMT"	genetic	NULL	LPE538
18813	" ABCD1"	genetic	NULL	LPE537
18817	" ALDH4A1"	genetic	NULL	LPE542
18819	" DCAF17"	genetic	NULL	LPE548
18821	" CBL"	genetic	NULL	LPE453
18823	" ITGB3"	genetic	NULL	LPE455
18824	" RAB27A"	genetic	NULL	LPE456
18827	" AKAP9"	genetic	NULL	LPE490
18829	" BRCA1"	genetic	NULL	LPE497
18832	" CARD14"	genetic	NULL	LPE519
18833	" ACY1"	genetic	NULL	LPE521
18836	" COL1A2"	genetic	NULL	LPE525
18838	" B3GALT6"	genetic	NULL	LPE524
18839	" BIN1"	genetic	NULL	LPE526
18843	" ATRX"	genetic	NULL	LPE530
18844	" BBS1"	genetic	NULL	LPE531
18845	" SHOC2"	genetic	NULL	LPE532
18849	" ABCD4"	genetic	NULL	LPE537
18852	" BEST1"	genetic	NULL	LPE539
18854	" ACY1"	genetic	NULL	LPE540
18855	" ADAMTS18"	genetic	NULL	LPE543
18856	" ARG1"	genetic	NULL	LPE542
18858	" ANK2"	genetic	NULL	LPE439
18861	" CD40LG"	genetic	NULL	LPE453
18863	" RAC2"	genetic	NULL	LPE456
18865	" B2M"	genetic	NULL	LPE489
18866	" ALMS1"	genetic	NULL	LPE490
18870	" APOA4"	genetic	NULL	LPE518
18871	" CDK4"	genetic	NULL	LPE519
18875	" BMP2"	genetic	NULL	LPE522
18876	" B3GAT3"	genetic	NULL	LPE524
18877	" COL3A1"	genetic	NULL	LPE525
18878	" BSCL2"	genetic	NULL	LPE526
18879	" DNM2"	genetic	NULL	LPE527
18882	" BSCL2"	genetic	NULL	LPE530
18884	" SOS1"	genetic	NULL	LPE532
18888	" ALG1"	genetic	NULL	LPE535
18889	" ABHD12"	genetic	NULL	LPE537
18890	" C8orf37"	genetic	NULL	LPE539
18891	" ADAMTSL2"	genetic	NULL	LPE540
18894	" ASL"	genetic	NULL	LPE542
18895	" ADIPOR1"	genetic	NULL	LPE543
18898	" GPI"	genetic	NULL	LPE452
18899	" CDAN1"	genetic	NULL	LPE453
18900	" FANCF"	genetic	NULL	LPE454
18902	" SBDS"	genetic	NULL	LPE456
51844	SMARCE1	genetic	NULL	LPE639
51860	SOX11	genetic	NULL	LPE639
51861	SOX7	genetic	NULL	LPE639
51881	SULF1	genetic	NULL	LPE639
51886	SYCP3	genetic	NULL	LPE639
51907	TCOF1	genetic	NULL	LPE639
51916	TGIF1	genetic	NULL	LPE639
51922	TMEM165	genetic	NULL	LPE639
51927	TMEM38B	genetic	NULL	LPE639
51933	TNXB	genetic	NULL	LPE639
51956	TYROBP	genetic	NULL	LPE639
51968	WDR60	genetic	NULL	LPE639
52008	ACTB	genetic	NULL	LPE517
52044	APRT	genetic	NULL	LPE517
52058	ATP6V1B1	genetic	NULL	LPE517
52060	ATP7B	genetic	NULL	LPE517
52081	BCS1L	genetic	NULL	LPE517
52086	BMPER	genetic	NULL	LPE517
52106	CASR	genetic	NULL	LPE517
52114	CD151	genetic	NULL	LPE517
52121	CDKN1C	genetic	NULL	LPE517
52126	CEP164	genetic	NULL	LPE517
52134	CFHR2	genetic	NULL	LPE517
52155	COL4A5	genetic	NULL	LPE517
52167	COX6B1	genetic	NULL	LPE517
52210	DSTYK	genetic	NULL	LPE517
52244	FAM20C	genetic	NULL	LPE517
52259	FBXL4	genetic	NULL	LPE517
52262	FBLN5	genetic	NULL	LPE517
52280	FOXI1	genetic	NULL	LPE517
52286	FREM2	genetic	NULL	LPE517
52305	GLI3	genetic	NULL	LPE517
52313	GPC5	genetic	NULL	LPE517
52321	HCN3	genetic	NULL	LPE517
52326	HNF1A	genetic	NULL	LPE517
52332	HOXB6	genetic	NULL	LPE517
52355	INPPL1	genetic	NULL	LPE517
52368	ITSN2	genetic	NULL	LPE517
18387	AARS2	genetic	NULL	LPE439
18403	AARS	genetic	NULL	LPE521
18419	A2M	genetic	NULL	LPE537
18434	" ACADVL"	genetic	NULL	LPE490
18451	" APTX"	genetic	NULL	LPE529
18467	" ACAD9"	genetic	NULL	LPE439
18483	" ABAT"	genetic	NULL	LPE521
18499	" AANAT"	genetic	NULL	LPE537
18515	" ACTB"	genetic	NULL	LPE490
18531	" AP4B1"	genetic	NULL	LPE530
18547	" CDAN1"	genetic	NULL	LPE452
18563	" ABCC9"	genetic	NULL	LPE523
18579	" AHI1"	genetic	NULL	LPE539
18588	" ATM"	genetic	NULL	LPE453
18604	" C1R"	genetic	NULL	LPE525
18620	" AGPS"	genetic	NULL	LPE541
18634	" AXIN2"	genetic	NULL	LPE497
18650	" NF1"	genetic	NULL	LPE532
18668	" GFI1"	genetic	NULL	LPE456
18684	" COL6A1"	genetic	NULL	LPE527
18703	" AMACR"	genetic	NULL	LPE541
18714	" ATP6V0A2"	genetic	NULL	LPE519
18730	" AKT3"	genetic	NULL	LPE535
18745	" LAMTOR2"	genetic	NULL	LPE456
18763	" GDAP1"	genetic	NULL	LPE528
18779	" CP"	genetic	NULL	LPE548
18787	" APOL1"	genetic	NULL	LPE489
18803	" KCNA1"	genetic	NULL	LPE529
18820	" GATA1"	genetic	NULL	LPE452
18835	" BMP1"	genetic	NULL	LPE522
18850	" NEFH"	genetic	NULL	LPE536
18868	" CD59"	genetic	NULL	LPE498
18883	" BBS10"	genetic	NULL	LPE531
18903	" HOXA1"	genetic	NULL	LPE488
18909	" APOA5"	genetic	NULL	LPE518
18912	" BMPR1B"	genetic	NULL	LPE522
18913	" ADK"	genetic	NULL	LPE521
18914	" ACOX1"	genetic	NULL	LPE523
18916	" CACNA1C"	genetic	NULL	LPE526
18919	" C12orf65"	genetic	NULL	LPE530
18923	" ACADM"	genetic	NULL	LPE533
18925	" F10"	genetic	NULL	LPE534
18926	" ALG12"	genetic	NULL	LPE535
18928	" DCAF17"	genetic	NULL	LPE538
18930	" CA4"	genetic	NULL	LPE539
18932	" ATP6AP2"	genetic	NULL	LPE541
18934	" AGK"	genetic	NULL	LPE543
18936	" ANKRD1"	genetic	NULL	LPE439
18938	" FANCG"	genetic	NULL	LPE454
18942	" CDK5RAP2"	genetic	NULL	LPE488
18943	" BLM"	genetic	NULL	LPE489
18944	" ANKRD1"	genetic	NULL	LPE490
18945	" BUB1B"	genetic	NULL	LPE497
18947	" CFD"	genetic	NULL	LPE498
18951	" ADRA2B"	genetic	NULL	LPE521
18954	" BCS1L"	genetic	NULL	LPE524
18956	" CACNA1S"	genetic	NULL	LPE526
18957	" FHL1"	genetic	NULL	LPE527
18960	" C19orf12"	genetic	NULL	LPE530
18962	" ACTB"	genetic	NULL	LPE532
18963	" ACADS"	genetic	NULL	LPE533
18964	" F11"	genetic	NULL	LPE534
18967	" ACACA"	genetic	NULL	LPE537
18970	" ADRB2"	genetic	NULL	LPE540
18972	" AUH"	genetic	NULL	LPE542
18974	" FTL"	genetic	NULL	LPE548
18976	" GSS"	genetic	NULL	LPE452
18977	" CHEK2"	genetic	NULL	LPE453
18979	" MPL"	genetic	NULL	LPE455
18981	" DNAAF3"	genetic	NULL	LPE488
18983	" APOA5"	genetic	NULL	LPE490
18987	" APOE"	genetic	NULL	LPE518
18992	" ACSL4"	genetic	NULL	LPE523
18994	" FBN1"	genetic	NULL	LPE525
18996	" FLNC"	genetic	NULL	LPE527
19000	" CCT5"	genetic	NULL	LPE530
19001	" ACTG1"	genetic	NULL	LPE532
19002	" ACADSB"	genetic	NULL	LPE533
19004	" PRNP"	genetic	NULL	LPE536
19005	" F12"	genetic	NULL	LPE534
19006	" DNAJB2"	genetic	NULL	LPE538
19010	" ATP6V0A4"	genetic	NULL	LPE541
19011	" BCKDHA"	genetic	NULL	LPE542
19016	" CSF3R"	genetic	NULL	LPE453
19017	" FANCL"	genetic	NULL	LPE454
19018	" USB1"	genetic	NULL	LPE456
19020	" BLOC1S3"	genetic	NULL	LPE489
19021	" MYO7A"	genetic	NULL	LPE488
19023	" CBL"	genetic	NULL	LPE497
19029	" AFG3L2"	genetic	NULL	LPE521
19030	" ACTA1"	genetic	NULL	LPE523
19032	" BMP2"	genetic	NULL	LPE524
19033	" FBN2"	genetic	NULL	LPE525
19034	" GNE"	genetic	NULL	LPE527
19036	" CYP7B1"	genetic	NULL	LPE530
19038	" LMNA"	genetic	NULL	LPE528
19039	" BBS5"	genetic	NULL	LPE531
19044	" PRPH"	genetic	NULL	LPE536
19046	" DNAJC6"	genetic	NULL	LPE538
19049	" ATP6V1B1"	genetic	NULL	LPE541
19050	" BCKDHB"	genetic	NULL	LPE542
19052	" GCH1"	genetic	NULL	LPE548
19054	" HBB"	genetic	NULL	LPE452
19055	" CTC1"	genetic	NULL	LPE453
19058	" VPS13B"	genetic	NULL	LPE456
19062	" CDC73"	genetic	NULL	LPE497
19063	" CFHR2"	genetic	NULL	LPE498
19066	" CSTA"	genetic	NULL	LPE519
19068	" AGA"	genetic	NULL	LPE521
19070	" ACTB"	genetic	NULL	LPE523
19071	" BMPR1B"	genetic	NULL	LPE524
19075	" PRKCG"	genetic	NULL	LPE529
19077	" ENTPD1"	genetic	NULL	LPE530
19078	" BBS7"	genetic	NULL	LPE531
19079	" KAT6B"	genetic	NULL	LPE532
19082	" ALG6"	genetic	NULL	LPE535
18395	ACP5	genetic	NULL	LPE489
18410	AARS	genetic	NULL	LPE528
18426	" ACTB"	genetic	NULL	LPE548
18458	" ANG"	genetic	NULL	LPE536
18473	" CISD2"	genetic	NULL	LPE488
18490	" BSCL2"	genetic	NULL	LPE528
18506	" ARSA"	genetic	NULL	LPE548
18522	" ABCB1"	genetic	NULL	LPE521
18537	" AARS2"	genetic	NULL	LPE537
18554	" ACTC1"	genetic	NULL	LPE490
18570	" AP4E1"	genetic	NULL	LPE530
18592	" C6"	genetic	NULL	LPE498
18611	" MAP2K2"	genetic	NULL	LPE532
18626	" ATR"	genetic	NULL	LPE453
18642	" C1S"	genetic	NULL	LPE525
18659	" AGXT"	genetic	NULL	LPE541
18672	" C8A"	genetic	NULL	LPE498
18688	" ABCG8"	genetic	NULL	LPE533
18704	" HAX1"	genetic	NULL	LPE456
18723	" COL6A3"	genetic	NULL	LPE527
18734	" AP3B1"	genetic	NULL	LPE541
18753	" ALMS1"	genetic	NULL	LPE518
18770	" ALDH4A1"	genetic	NULL	LPE535
18791	" ANK2"	genetic	NULL	LPE518
18809	" MAPT"	genetic	NULL	LPE536
18826	" ATM"	genetic	NULL	LPE489
18842	" KCNC3"	genetic	NULL	LPE529
18857	" DDC"	genetic	NULL	LPE548
18887	" NOTCH3"	genetic	NULL	LPE536
18904	" BCL10"	genetic	NULL	LPE489
18924	" SPRED1"	genetic	NULL	LPE532
18933	" ASS1"	genetic	NULL	LPE542
18953	" ACSF3"	genetic	NULL	LPE523
18969	" CACNA1F"	genetic	NULL	LPE539
18988	" ADSL"	genetic	NULL	LPE521
19008	" ADRB3"	genetic	NULL	LPE540
19025	" BAG3"	genetic	NULL	LPE518
19042	" F13A1"	genetic	NULL	LPE534
19056	" FANCM"	genetic	NULL	LPE454
19072	" FKBP14"	genetic	NULL	LPE525
19083	" PSEN1"	genetic	NULL	LPE536
19087	" AGA"	genetic	NULL	LPE540
19088	" BTD"	genetic	NULL	LPE542
19089	" BLOC1S3"	genetic	NULL	LPE541
19090	" AIPL1"	genetic	NULL	LPE543
19095	" CXCR4"	genetic	NULL	LPE453
19096	" PRKACG"	genetic	NULL	LPE455
19098	" SOX10"	genetic	NULL	LPE488
19100	" B4GALT7"	genetic	NULL	LPE490
19102	" CFHR3"	genetic	NULL	LPE498
19104	" BRAF"	genetic	NULL	LPE518
19111	" FLCN"	genetic	NULL	LPE525
19112	" CHAT"	genetic	NULL	LPE526
19114	" MED25"	genetic	NULL	LPE528
19115	" SACS"	genetic	NULL	LPE529
19116	" ERLIN2"	genetic	NULL	LPE530
19119	" ACAT2"	genetic	NULL	LPE533
19123	" ACADS"	genetic	NULL	LPE537
19124	" EIF4G1"	genetic	NULL	LPE538
19125	" CEP290"	genetic	NULL	LPE539
19126	" AGK"	genetic	NULL	LPE540
19128	" CBS"	genetic	NULL	LPE542
19129	" GNAL"	genetic	NULL	LPE548
19133	" DKC1"	genetic	NULL	LPE453
19135	" RBM8A"	genetic	NULL	LPE455
19136	" WIPF1"	genetic	NULL	LPE456
19138	" BRIP1"	genetic	NULL	LPE489
19144	" CYP4F22"	genetic	NULL	LPE519
19146	" AGPS"	genetic	NULL	LPE521
19147	" CDH3"	genetic	NULL	LPE522
19151	" CHKB"	genetic	NULL	LPE526
19153	" MFN2"	genetic	NULL	LPE528
19154	" SETX"	genetic	NULL	LPE529
19156	" BCOR"	genetic	NULL	LPE531
19158	" ACE"	genetic	NULL	LPE533
19160	" ALG9"	genetic	NULL	LPE535
19163	" FA2H"	genetic	NULL	LPE538
19165	" AGL"	genetic	NULL	LPE540
19168	" ALMS1"	genetic	NULL	LPE543
19169	" HPRT1"	genetic	NULL	LPE548
19170	" CACNA1C"	genetic	NULL	LPE439
19172	" EIF2AK3"	genetic	NULL	LPE453
19174	" RUNX1"	genetic	NULL	LPE455
19177	" BTK"	genetic	NULL	LPE489
19179	" CDKN1B"	genetic	NULL	LPE497
